Results for Mega Millions
6/17/2022; 20,36,53,56,69; Mega Ball: 16
6/14/2022; 30,37,38,42,58; Mega Ball: 22
6/10/2022; 3,12,14,18,32; Mega Ball: 4
6/7/2022; 4,34,40,41,53; Mega Ball: 3
6/3/2022; 11,16,22,48,59; Mega Ball: 11
5/31/2022; 6,15,41,63,64; Mega Ball: 24
5/27/2022; 3,14,40,53,54; Mega Ball: 8
5/24/2022; 3,5,6,63,68; Mega Ball: 25
5/20/2022; 33,40,59,60,69; Mega Ball: 22
5/17/2022; 7,21,24,41,65; Mega Ball: 24
5/13/2022; 11,41,43,44,65; Mega Ball: 13
5/10/2022; 15,19,20,61,70; Mega Ball: 9
5/6/2022; 16,21,33,52,70; Mega Ball: 10
5/3/2022; 15,19,27,35,57; Mega Ball: 17
4/29/2022; 9,11,34,49,66; Mega Ball: 15
4/26/2022; 5,7,19,46,69; Mega Ball: 2
4/22/2022; 7,28,29,58,59; Mega Ball: 10
4/19/2022; 2,9,33,47,53; Mega Ball: 24
4/15/2022; 4,17,20,46,64; Mega Ball: 23
4/12/2022; 2,8,14,20,31; Mega Ball: 17
4/8/2022; 8,11,29,32,40; Mega Ball: 2
4/5/2022; 22,43,60,63,64; Mega Ball: 18
4/1/2022; 26,42,47,48,63; Mega Ball: 21
3/29/2022; 7,22,36,45,47; Mega Ball: 12
3/25/2022; 3,13,42,51,58; Mega Ball: 17
3/22/2022; 8,15,21,27,61; Mega Ball: 8
3/18/2022; 2,6,25,40,45; Mega Ball: 5
3/15/2022; 9,14,28,59,60; Mega Ball: 24
3/11/2022; 24,28,39,44,66; Mega Ball: 25
3/8/2022; 7,18,38,58,64; Mega Ball: 24
3/4/2022; 11,19,28,46,47; Mega Ball: 5
3/1/2022; 18,22,38,39,50; Mega Ball: 18
2/25/2022; 15,31,40,56,66; Mega Ball: 4
2/22/2022; 6,17,22,57,62; Mega Ball: 3
2/18/2022; 6,11,50,63,68; Mega Ball: 17
2/15/2022; 2,4,15,21,63; Mega Ball: 19
2/11/2022; 11,16,23,24,30; Mega Ball: 24
2/8/2022; 1,17,20,52,54; Mega Ball: 2
2/4/2022; 7,16,34,44,61; Mega Ball: 24
2/1/2022; 11,24,38,62,66; Mega Ball: 1
1/28/2022; 3,16,25,44,55; Mega Ball: 13
1/25/2022; 3,12,38,53,58; Mega Ball: 13
1/21/2022; 38,45,46,55,67; Mega Ball: 18
1/18/2022; 4,19,39,42,52; Mega Ball: 9
1/14/2022; 5,8,13,22,48; Mega Ball: 25
1/11/2022; 2,3,19,52,58; Mega Ball: 16
1/7/2022; 7,29,43,56,57; Mega Ball: 6
1/4/2022; 4,6,16,21,22; Mega Ball: 1
12/31/2021; 2,5,30,46,61; Mega Ball: 8
12/28/2021; 3,5,8,31,38; Mega Ball: 4
12/24/2021; 16,17,25,36,37; Mega Ball: 16
12/21/2021; 25,31,58,64,67; Mega Ball: 24
12/17/2021; 21,32,38,48,62; Mega Ball: 10
12/14/2021; 33,35,44,55,69; Mega Ball: 20
12/10/2021; 23,25,40,42,60; Mega Ball: 8
12/7/2021; 1,7,40,43,68; Mega Ball 1
12/3/2021; 22,45,48,58,61; Mega Ball: 13
11/30/2021; 7,8,26,30,39; Mega Ball: 17
11/26/2021; 7,27,37,42,59; Mega Ball: 2
11/23/2021; 7,24,54,57,58; Mega Ball: 6
11/19/2021; 5,23,52,53,59; Mega Ball: 18
11/16/2021; 6,22,44,53,65; Mega Ball: 3
11/12/2021; 30,32,42,46,48; Mega Ball: 15
11/9/2021; 9,14,16,26,49; Mega Ball: 14
11/5/2021; 10,15,20,66,68; Mega Ball: 18
11/2/2021; 5,10,26,58,65; Mega Ball: 9
10/29/2021; 15,26,28,35,45; Mega Ball: 4
10/26/2021; 6,14,19,56,62; Mega Ball: 9
10/22/2021; 9,14,26,29,66; Mega Ball: 22
10/19/2021; 3,12,13,19,52; Mega Ball: 1
10/15/2021; 3,20,31,34,65; Mega Ball: 18
10/12/2021; 21,26,56,61,65; Mega Ball: 4
10/8/2021; 21,24,36,40,70; Mega Ball: 22
10/5/2021; 7,11,18,30,36; Mega Ball: 4
10/1/2021; 21,25,36,62,63; Mega Ball: 6
9/28/2021; 18,30,43,68,69; Mega Ball: 22
9/24/2021; 17,21,27,43,56; Mega Ball: 15
9/21/2021; 36,41,45,51,56; Mega Ball: 13
9/17/2021; 17,32,40,59,61; Mega Ball: 18
9/14/2021; 4,13,19,63,64; Mega Ball: 16
9/10/2021; 20,32,35,47,64; Mega Ball: 18
9/7/2021; 15,17,25,32,53; Mega Ball: 12
9/3/2021; 7,10,12,61,65; Mega Ball: 3
8/31/2021; 8,14,31,58,68; Mega Ball: 15
8/27/2021; 1,10,44,47,56; Mega Ball: 23
8/24/2021; 17,18,26,52,67; Mega Ball: 19
8/20/2021; 41,43,51,57,70; Mega Ball: 1
8/17/2021; 3,6,16,38,56; Mega Ball: 24
8/13/2021; 17,21,35,40,53; Mega Ball: 11
8/10/2021; 29,45,50,59,62; Mega Ball: 12
8/6/2021; 9,18,40,46,69; Mega Ball: 9
8/3/2021; 1,9,17,27,34; Mega Ball: 24
7/30/2021; 19,26,31,52,68; Mega Ball: 10
7/27/2021; 2,35,36,54,64; Mega Ball: 11
7/23/2021; 13,17,19,40,69; Mega Ball: 17
7/20/2021; 10,26,30,52,57; Mega Ball: 10
7/16/2021; 24,25,47,52,57; Mega Ball: 24
7/13/2021; 3,10,17,26,55; Mega Ball: 24
7/9/2021; 6,37,39,41,46; Mega Ball: 17
7/6/2021; 18,47,63,68,69; Mega Ball: 14
7/2/2021; 8,31,32,34,45; Mega Ball: 19
6/29/2021; 7,38,50,52,69; Mega Ball: 21
6/25/2021; 17,20,42,45,65; Mega Ball: 12
6/22/2021; 1,26,48,51,59; Mega Ball: 25
6/18/2021; 14,36,44,46,53; Mega Ball: 18
6/15/2021; 18,22,27,38,52; Mega Ball: 11
6/11/2021; 4,43,56,63,68; Mega Ball: 13
6/8/2021; 9,22,39,41,54; Mega Ball: 19
6/4/2021; 4,30,34,41,64; Mega Ball: 8
6/1/2021; 7,11,33,58,63; Mega Ball: 23
5/28/2021; 10,14,20,47,70; Mega Ball: 15
5/25/2021; 14,21,31,34,54; Mega Ball: 11
5/21/2021; 6,9,17,18,48; Mega Ball: 8
5/18/2021; 3,5,56,61,66; Mega Ball: 4
5/14/2021; 3,18,41,44,68; Mega Ball: 3
5/11/2021; 7,8,20,36,39; Mega Ball: 22
5/7/2021; 5,10,19,21,50; Mega Ball: 10
5/4/2021; 4,27,32,57,63; Mega Ball: 22
4/30/2021; 8,19,26,48,49; Mega Ball: 5
4/27/2021; 15,22,30,41,42; Mega Ball: 25
4/23/2021; 4,28,29,30,60; Mega Ball: 25
4/20/2021; 6,23,43,49,52; Mega Ball: 5
4/16/2021; 17,27,28,50,55; Mega Ball: 25
4/13/2021; 10,15,19,45,68; Mega Ball: 9
4/9/2021; 22,26,27,58,66; Mega Ball: 12
4/6/2021; 1,19,20,32,42; Mega Ball: 17
4/2/2021; 10,42,48,53,62; Mega Ball: 19
3/30/2021; 11,37,47,53,56; Mega Ball: 15
3/26/2021; 4,25,37,46,67; Mega Ball: 15
3/23/2021; 12,23,35,38,55; Mega Ball: 11
3/19/2021; 9,14,40,58,69; Mega Ball: 8
3/16/2021; 10,41,46,52,69; Mega Ball: 8
3/12/2021; 2,24,25,31,65; Mega Ball: 18
3/9/2021; 4,33,46,58,65; Mega Ball: 13
3/5/2021; 10,11,17,27,54; Mega Ball: 20
3/2/2021; 4,8,13,34,64; Mega Ball: 18
2/26/2021; 11,15,37,62,64; Mega Ball: 5
2/23/2021; 5,7,9,20,57; Mega Ball: 15
2/19/2021; 27,32,47,50,53; Mega Ball: 4
2/16/2021; 1,36,44,54,66; Mega Ball: 10
2/12/2021; 5,14,24,25,27; Mega Ball: 14
2/9/2021; 7,18,21,31,40; Mega Ball: 9
2/5/2021; 14,17,28,29,44; Mega Ball: 2
2/2/2021; 13,37,38,40,67; Mega Ball: 10
1/29/2021; 4,44,58,59,70; Mega Ball: 3
1/26/2021; 29,49,56,66,67; Mega Ball: 24
1/22/2021; 4,26,42,50,60; Mega Ball: 24
1/19/2021; 10,19,26,28,50; Mega Ball: 16
1/15/2021; 3,11,12,38,43; Mega Ball: 15
1/12/2021; 12,14,26,28,33; Mega Ball: 9
1/8/2021; 3,6,16,18,58; Mega Ball: 11
1/5/2021; 20,43,51,55,57; Mega Ball: 4
1/1/2021; 8,24,53,68,69; Mega Ball: 7
12/29/2020; 1,31,35,48,62; Mega Ball: 19
12/25/2020; 17,23,36,69,70; Mega Ball: 19
12/22/2020; 29,53,56,59,67; Mega Ball: 21
12/18/2020; 7,15,25,51,60; Mega Ball: 5
12/15/2020; 1,10,18,20,46; Mega Ball: 15
12/11/2020; 19,31,37,55,67; Mega Ball: 25
12/8/2020; 15,19,33,39,68; Mega Ball: 25
12/4/2020; 3,19,24,44,50; Mega Ball: 8
12/1/2020; 7,33,53,61,65; Mega Ball: 14
11/27/2020; 4,10,27,35,58; Mega Ball: 10
11/24/2020; 9,15,34,61,64; Mega Ball: 6
11/20/2020; 26,33,45,61,68; Mega Ball: 17
11/17/2020; 8,13,35,46,68; Mega Ball: 16
11/13/2020; 6,7,14,28,59; Mega Ball: 7
11/10/2020; 23,45,53,58,62; Mega Ball: 13
11/6/2020; 18,24,27,34,60; Mega Ball: 2
11/3/2020; 7,31,44,45,55; Mega Ball: 19
10/30/2020; 14,19,34,39,59; Mega Ball: 11
10/27/2020; 6,13,34,46,62; Mega Ball: 1
10/23/2020; 18,34,44,60,69; Mega Ball: 22
10/20/2020; 46,54,57,58,66; Mega Ball: 10
10/16/2020; 27,32,50,52,57; Mega Ball: 12
10/13/2020; 11,44,45,46,70; Mega Ball: 25
10/9/2020; 5,11,25,27,64; Mega Ball: 13
10/6/2020; 15,16,18,39,59; Mega Ball: 17
10/2/2020; 9,38,47,49,68; Mega Ball: 25
9/29/2020; 14,39,43,44,67; Mega Ball: 19
9/25/2020; 20,36,37,48,67; Mega Ball: 16
9/22/2020; 36,43,44,55,68; Mega Ball: 12
9/18/2020; 26,29,41,52,64; Mega Ball: 11
9/15/2020; 25,28,38,59,62; Mega Ball: 22
9/11/2020; 3,15,42,48,56; Mega Ball: 13
9/8/2020; 7,10,15,31,57; Mega Ball: 21
9/4/2020; 19,22,24,28,53; Mega Ball: 25
9/1/2020; 15,25,26,38,47; Mega Ball: 22
8/28/2020; 3,9,50,53,64; Mega Ball: 1
8/25/2020; 8,10,15,17,57; Mega Ball: 12
8/21/2020; 11,15,31,42,63; Mega Ball: 14
8/18/2020; 4,18,26,27,58; Mega Ball: 23
8/14/2020; 3,24,29,42,47; Mega Ball: 13
8/11/2020; 8,22,29,43,56; Mega Ball: 9
8/7/2020; 4,44,53,64,70; Mega Ball: 3
8/4/2020; 2,22,30,42,62; Mega Ball: 20
7/31/2020; 12,35,46,48,69; Mega Ball: 23
7/28/2020; 17,20,27,31,34; Mega Ball: 19
7/24/2020; 8,33,39,54,58; Mega Ball: 17
7/21/2020; 14,25,26,41,43; Mega Ball: 15
7/17/2020; 12,13,21,46,57; Mega Ball: 21
7/14/2020; 6,26,55,56,64; Mega Ball: 22
7/10/2020; 10,15,20,49,53; Mega Ball: 22
7/7/2020; 16,20,25,30,43; Mega Ball: 18
7/3/2020; 20,40,44,45,50; Mega Ball: 24
6/30/2020; 9,16,29,37,53; Mega Ball: 11
6/26/2020; 19,33,37,56,57; Mega Ball: 6
6/23/2020; 6,20,37,40,48; Mega Ball: 15
6/19/2020; 11,34,36,52,66; Mega Ball: 7
6/16/2020; 21,23,33,35,42; Mega Ball: 6
6/12/2020; 9,14,57,67,70; Mega Ball: 2
6/9/2020; 1,5,9,10,23; Mega Ball: 22
6/5/2020; 32,35,37,47,55; Mega Ball: 22
6/2/2020; 9,20,23,26,29; Mega Ball: 8
5/29/2020; 10,13,32,41,51; Mega Ball: 3
5/26/2020; 34,52,58,59,62; Mega Ball: 4
5/22/2020; 8,10,20,44,46; Mega Ball: 18
5/19/2020; 8,19,25,36,66; Mega Ball: 9
5/15/2020; 11,17,32,33,46; Mega Ball: 25
5/12/2020; 7,16,27,44,52; Mega Ball: 5
5/8/2020; 5,20,22,61,70; Mega Ball: 4
5/5/2020; 7,13,17,21,45; Mega Ball: 14
5/1/2020; 28,30,31,35,66; Mega Ball: 14
4/28/2020; 13,19,53,54,63; Mega Ball: 17
4/24/2020; 1,27,32,60,67; Mega Ball: 18
4/21/2020; 13,15,24,67,70; Mega Ball: 17
4/17/2020; 13,35,39,46,55; Mega Ball: 14
4/14/2020; 29,47,65,69,70; Mega Ball: 7
4/10/2020; 2,11,21,57,60; Mega Ball: 13
4/7/2020; 25,33,43,51,68; Mega Ball: 20
4/3/2020; 24,38,44,57,58; Mega Ball: 17
3/31/2020; 8,17,51,57,70; Mega Ball: 2
3/27/2020; 3,25,28,50,60; Mega Ball: 1
3/24/2020; 2,8,16,18,31; Mega Ball: 14
3/20/2020; 34,35,41,45,54; Mega Ball: 5
3/17/2020; 20,27,28,58,59; Mega Ball: 25
3/13/2020; 7,22,37,43,44; Mega Ball: 22
3/10/2020; 6,17,48,54,69; Mega Ball: 12
3/6/2020; 15,48,56,58,70; Mega Ball: 4
3/3/2020; 8,12,33,56,64; Mega Ball: 2
2/28/2020; 2,3,14,41,64; Mega Ball: 17
2/25/2020; 2,9,43,49,63; Mega Ball: 15
2/21/2020; 4,7,13,16,60; Mega Ball: 6
2/18/2020; 6,12,39,61,70; Mega Ball: 4
2/14/2020; 10,32,48,54,55; Mega Ball: 18
2/11/2020; 4,6,32,52,64; Mega Ball: 6
2/7/2020; 9,14,27,36,52; Mega Ball: 4
2/4/2020; 32,48,50,51,64; Mega Ball: 10
1/31/2020; 28,31,33,57,62; Mega Ball: 19
1/28/2020; 17,36,47,51,62; Mega Ball: 21
1/24/2020; 3,4,18,23,38; Mega Ball: 24
1/21/2020; 16,18,29,31,37; Mega Ball: 8
1/17/2020; 3,25,30,54,70; Mega Ball: 9
1/14/2020; 9,11,13,31,47; Mega Ball: 11
1/10/2020; 17,27,49,51,66; Mega Ball: 2
1/7/2020; 25,40,41,52,56; Mega Ball: 21
1/3/2020; 37,41,42,53,63; Mega Ball: 16
12/31/2019; 30,44,49,53,56; Mega Ball: 11
12/27/2019; 17,34,40,63,64; Mega Ball: 24
12/24/2019; 27,37,48,63,66; Mega Ball: 11
12/20/2019; 3,20,23,35,60; Mega Ball: 16
12/17/2019; 22,30,53,55,56; Mega Ball: 16
12/13/2019; 17,21,29,39,56; Mega Ball: 22
12/10/2019; 18,31,46,54,61; Mega Ball: 25
12/6/2019; 20,31,40,46,61; Mega Ball: 20
12/3/2019; 23,43,60,63,69; Mega Ball: 19
11/29/2019; 6,8,31,50,65; Mega Ball: 9
11/26/2019; 8,27,29,38,43; Mega Ball: 13
11/22/2019; 7,12,17,49,53; Mega Ball: 24
11/19/2019; 22,43,44,47,66; Mega Ball: 22
11/15/2019; 12,19,34,35,68; Mega Ball: 20
11/12/2019; 19,30,44,56,65; Mega Ball: 24
11/8/2019; 3,4,10,39,58; Mega Ball: 14
11/5/2019; 2,9,24,49,54; Mega Ball: 19
11/1/2019; 9,20,36,41,54; Mega Ball: 22
10/29/2019; 4,9,17,27,39; Mega Ball: 22
10/25/2019; 16,24,25,52,60; Mega Ball: 6
10/22/2019; 5,11,14,23,25; Mega Ball: 10
10/18/2019; 18,58,60,65,67; Mega Ball: 20
10/15/2019; 4,12,14,35,70; Mega Ball: 2
10/11/2019; 14,22,30,37,60; Mega Ball: 8
10/8/2019; 5,8,10,17,48; Mega Ball: 23
10/4/2019; 11,38,44,48,70; Mega Ball: 17
10/1/2019; 10,17,39,42,59; Mega Ball: 3
9/27/2019; 12,20,31,43,45; Mega Ball: 20
9/24/2019; 6,14,24,42,46; Mega Ball: 9
9/20/2019; 23,24,42,48,53; Mega Ball: 22
9/17/2019; 12,15,30,50,65; Mega Ball: 1
9/13/2019; 6,16,37,59,62; Mega Ball: 5
9/10/2019; 34,47,48,50,55; Mega Ball: 24
9/6/2019; 4,11,13,19,31; Mega Ball: 10
9/3/2019; 13,20,27,61,62; Mega Ball: 5
8/30/2019; 3,9,11,34,39; Mega Ball: 10
8/27/2019; 8,12,23,39,43; Mega Ball: 6
8/23/2019; 11,15,37,54,68; Mega Ball: 21
8/20/2019; 8,14,25,51,63; Mega Ball: 4
8/16/2019; 4,14,24,26,46; Mega Ball: 14
8/13/2019; 7,27,31,34,51; Mega Ball: 5
8/9/2019; 15,53,56,59,63; Mega Ball: 1
8/6/2019; 11,17,31,43,55; Mega Ball: 16
8/2/2019; 11,20,26,48,70; Mega Ball: 19
7/30/2019; 10,24,28,33,38; Mega Ball: 6
7/26/2019; 4,6,11,43,48; Mega Ball: 11
7/23/2019; 1,4,23,40,45; Mega Ball: 11
7/19/2019; 16,18,28,33,67; Mega Ball: 14
7/16/2019; 8,16,31,48,52; Mega Ball: 23
7/12/2019; 8,25,38,56,59; Mega Ball: 7
7/9/2019; 12,26,40,48,64; Mega Ball: 1
7/5/2019; 6,38,47,57,63; Mega Ball: 12
7/2/2019; 3,25,37,40,55; Mega Ball: 13
6/28/2019; 2,35,49,53,63; Mega Ball: 1
6/25/2019; 24,33,45,47,61; Mega Ball: 17
6/21/2019; 13,30,36,48,62; Mega Ball: 18
6/18/2019; 12,14,22,24,48; Mega Ball: 21
6/14/2019; 19,40,47,57,65; Mega Ball: 6
6/11/2019; 20,34,39,43,57; Mega Ball: 13
6/7/2019; 17,19,27,40,68; Mega Ball: 2
6/4/2019; 25,37,46,48,68; Mega Ball: 25
5/31/2019; 7,8,26,65,67; Mega Ball: 4
5/28/2019; 9,21,34,42,50; Mega Ball: 21
5/24/2019; 14,41,44,56,62; Mega Ball: 10
5/21/2019; 10,50,55,56,58; Mega Ball: 15
5/17/2019; 5,17,28,32,63; Mega Ball: 11
5/14/2019; 11,59,66,67,68; Mega Ball: 18
5/10/2019; 3,16,21,61,62; Mega Ball: 19
5/7/2019; 3,6,34,54,63; Mega Ball: 19
5/3/2019; 8,16,22,66,68; Mega Ball: 11
4/30/2019; 24,37,41,61,70; Mega Ball: 20
4/26/2019; 9,17,23,30,46; Mega Ball: 10
4/23/2019; 7,24,30,48,67; Mega Ball: 9
4/19/2019; 18,25,43,44,57; Mega Ball: 25
4/16/2019; 11,29,34,48,54; Mega Ball: 10
4/12/2019; 1,24,25,40,70; Mega Ball: 4
4/9/2019; 11,22,34,44,58; Mega Ball: 9
4/5/2019; 8,22,24,38,64; Mega Ball: 21
4/2/2019; 33,47,58,59,64; Mega Ball: 25
3/29/2019; 5,14,15,62,66; Mega Ball: 3
3/26/2019; 4,14,22,43,58; Mega Ball: 9
3/22/2019; 7,36,58,60,62; Mega Ball: 10
3/19/2019; 10,42,53,67,68; Mega Ball: 15
3/15/2019; 3,29,56,62,64; Mega Ball: 4
3/12/2019; 10,12,16,49,57; Mega Ball: 18
3/8/2019; 4,9,42,62,68; Mega Ball: 7
3/5/2019; 15,20,32,37,52; Mega Ball: 6
3/1/2019; 29,33,39,60,66; Mega Ball: 21
2/26/2019; 10,12,14,24,60; Mega Ball: 20
2/22/2019; 18,24,31,34,55; Mega Ball: 4
2/19/2019; 17,24,34,56,65; Mega Ball: 3
2/15/2019; 10,38,40,43,65; Mega Ball: 12
2/12/2019; 15,32,39,50,65; Mega Ball: 7
2/8/2019; 14,24,31,42,48; Mega Ball: 13
2/5/2019; 3,34,36,59,66; Mega Ball: 7
2/1/2019; 2,37,48,66,68; Mega Ball: 11
1/29/2019; 10,33,53,54,62; Mega Ball: 22
1/25/2019; 8,16,30,38,61; Mega Ball: 10
1/22/2019; 4,15,37,59,64; Mega Ball: 16
